url,path,page_type,intent_category,sitemap_priority,lastmod,primary_keyword_cluster,commercial_objective,organic_clicks_90d,impressions_90d,enquiries_90d,decision,decision_rationale,owner,last_reviewed
https://mychef.id/blog/private-chef-bali-preparation-12-guest-villa-dinner,/blog/private-chef-bali-preparation-12-guest-villa-dinner,Editorial,Informational,0.8,2026-05-17,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/blog/family-kids-menu-private-chef-bali,/blog/family-kids-menu-private-chef-bali,Editorial,Informational,0.8,2026-04-10,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/blog/food-allergies-dietary-requirements-private-chef-bali,/blog/food-allergies-dietary-requirements-private-chef-bali,Editorial,Informational,0.8,2026-04-20,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/blog/event-planning-bali,/blog/event-planning-bali,Editorial,Informational,0.8,2026-05-18,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/blog/bali-wedding-catering-private-chef-timeline,/blog/bali-wedding-catering-private-chef-timeline,Editorial,Informational,0.8,2026-06-26,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/blog/bali-catering-menu,/blog/bali-catering-menu,Editorial,Informational,0.8,2026-05-18,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/journal/michelin-training-bali,/journal/michelin-training-bali,Editorial,Informational,0.8,2026-05-10,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/journal/sustainable-sourcing,/journal/sustainable-sourcing,Editorial,Informational,0.8,2026-05-05,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/journal/private-chef-vs-villa-staff-bali,/journal/private-chef-vs-villa-staff-bali,Editorial,Informational,0.8,2026-05-17,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/journal/bali-private-chef-cost-guide-2026,/journal/bali-private-chef-cost-guide-2026,Editorial,Informational,0.8,2026-05-17,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/journal/villa-wedding-catering-logistics-bali,/journal/villa-wedding-catering-logistics-bali,Editorial,Informational,0.8,2026-05-17,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/journal/yoga-retreat-meal-planning-bali,/journal/yoga-retreat-meal-planning-bali,Editorial,Informational,0.8,2026-05-17,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/journal/private-chef-seminyak-guide,/journal/private-chef-seminyak-guide,Editorial,Informational,0.8,2026-05-18,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/journal/private-chef-canggu-guide,/journal/private-chef-canggu-guide,Editorial,Informational,0.8,2026-05-18,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/journal/private-chef-ubud-villa-dining,/journal/private-chef-ubud-villa-dining,Editorial,Informational,0.8,2026-05-18,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/journal/bali-wedding-catering-complete-guide,/journal/bali-wedding-catering-complete-guide,Editorial,Informational,0.8,2026-05-18,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/journal/rehearsal-dinner-planning-bali,/journal/rehearsal-dinner-planning-bali,Editorial,Informational,0.8,2026-05-20,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/journal/live-in-chef-vs-daily-service,/journal/live-in-chef-vs-daily-service,Editorial,Informational,0.8,2026-05-20,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/journal/bbq-catering-cost-breakdown-bali,/journal/bbq-catering-cost-breakdown-bali,Editorial,Informational,0.8,2026-05-20,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/fine-dining/romantic-dinner,/fine-dining/romantic-dinner,Service,Commercial,0.9,2026-05-19,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/fine-dining/tasting-menu,/fine-dining/tasting-menu,Service,Commercial,0.9,2026-06-03,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/fine-dining/chefs-table,/fine-dining/chefs-table,Service,Commercial,0.9,2026-05-27,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/fine-dining/menus,/fine-dining/menus,Service,Commercial,0.9,2026-06-17,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/fine-dining/our-chefs,/fine-dining/our-chefs,Service,Commercial,0.9,2026-06-19,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/fine-dining/private-chef-bali,/fine-dining/private-chef-bali,Service,Commercial,0.9,2026-05-18,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/catering/bbq-catering,/catering/bbq-catering,Service,Commercial,0.9,2026-06-25,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/catering/buffet,/catering/buffet,Service,Commercial,0.9,2026-05-27,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/catering/plated-catering,/catering/plated-catering,Service,Commercial,0.9,2026-06-28,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/catering/drop-off-catering,/catering/drop-off-catering,Service,Commercial,0.9,2026-05-31,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/catering/babi-guling,/catering/babi-guling,Service,Commercial,0.9,2026-06-16,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/catering/grazing-tables,/catering/grazing-tables,Service,Commercial,0.9,2026-06-05,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/catering/villa-catering,/catering/villa-catering,Service,Commercial,0.9,2026-06-26,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/catering/corporate-catering,/catering/corporate-catering,Service,Commercial,0.9,2026-06-28,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/catering/retreat-catering,/catering/retreat-catering,Service,Commercial,0.9,2026-06-21,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/catering/floating-breakfast,/catering/floating-breakfast,Service,Commercial,0.9,2026-06-16,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/events/weddings,/events/weddings,Service,Commercial,0.9,2026-06-20,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/events/birthdays,/events/birthdays,Service,Commercial,0.9,2026-05-16,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/events/anniversaries,/events/anniversaries,Service,Commercial,0.9,2026-06-25,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/events/corporate-events,/events/corporate-events,Service,Commercial,0.9,2026-06-12,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/events/retreats,/events/retreats,Service,Commercial,0.9,2026-06-12,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/events/baby-showers,/events/baby-showers,Service,Commercial,0.9,2026-06-04,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/events/villa-parties,/events/villa-parties,Service,Commercial,0.9,2026-05-17,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/in-villa-service/waiters,/in-villa-service/waiters,Service,Commercial,0.9,2026-05-18,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/in-villa-service/butlers,/in-villa-service/butlers,Service,Commercial,0.9,2026-06-04,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/in-villa-service/bartenders,/in-villa-service/bartenders,Service,Commercial,0.9,2026-06-02,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/in-villa-service/mixology,/in-villa-service/mixology,Service,Commercial,0.9,2026-06-10,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/in-villa-service/sommelier,/in-villa-service/sommelier,Service,Commercial,0.9,2026-05-22,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/in-villa-service/host-hostess,/in-villa-service/host-hostess,Service,Commercial,0.9,2026-06-05,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/staffing/private-chef-placement,/staffing/private-chef-placement,Service,Commercial,0.9,2026-06-25,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/staffing/live-in-chef,/staffing/live-in-chef,Service,Commercial,0.9,2026-06-27,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/staffing/villa-staff,/staffing/villa-staff,Service,Commercial,0.9,2026-06-24,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/staffing/household-staff,/staffing/household-staff,Service,Commercial,0.9,2026-06-21,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/staffing/for-villa-managers,/staffing/for-villa-managers,Service,Commercial,0.9,2026-06-16,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/staffing/for-hotels-restaurants,/staffing/for-hotels-restaurants,Service,Commercial,0.9,2026-06-27,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/,/bar-services/,Service,Commercial,0.9,2026-05-30,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/faq/,/bar-services/faq/,Service,Commercial,0.7,2026-05-17,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/contact/,/bar-services/contact/,Service,Commercial,0.6,2026-05-29,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/resources/,/bar-services/resources/,Service,Commercial,0.8,2026-05-20,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/experiences,/experiences,Service,Commercial,0.9,2026-05-20,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/experiences/private-cocktail-party,/experiences/private-cocktail-party,Service,Commercial,0.8,2026-05-27,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/experiences/sushi-masterclass,/experiences/sushi-masterclass,Service,Commercial,0.8,2026-06-21,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/experiences/private-cooking-class,/experiences/private-cooking-class,Service,Commercial,0.8,2026-05-28,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/experiences/kids-birthday-chef-party,/experiences/kids-birthday-chef-party,Service,Commercial,0.8,2026-06-24,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/experiences/champagne-oyster-experience,/experiences/champagne-oyster-experience,Service,Commercial,0.8,2026-05-19,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/experiences/romantic-proposal-dinner,/experiences/romantic-proposal-dinner,Service,Commercial,0.8,2026-05-20,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/bar-staff-training/,/bar-services/bar-staff-training/,Service,Commercial,0.8,2026-06-21,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/cocktail-menu-development/,/bar-services/cocktail-menu-development/,Service,Commercial,0.8,2026-06-22,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/signature-cocktail-creation/,/bar-services/signature-cocktail-creation/,Service,Commercial,0.8,2026-05-26,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/temporary-bartender-staffing/,/bar-services/temporary-bartender-staffing/,Service,Commercial,0.8,2026-06-04,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/permanent-bar-staff-recruitment/,/bar-services/permanent-bar-staff-recruitment/,Service,Commercial,0.8,2026-05-29,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/new-bar-setup/,/bar-services/new-bar-setup/,Service,Commercial,0.8,2026-06-03,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/bar-audit-improvement/,/bar-services/bar-audit-improvement/,Service,Commercial,0.8,2026-05-31,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/bar-costing-inventory-control/,/bar-services/bar-costing-inventory-control/,Service,Commercial,0.8,2026-06-25,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/bar-equipment-supply-rental/,/bar-services/bar-equipment-supply-rental/,Service,Commercial,0.8,2026-05-18,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/monthly-bar-management-support/,/bar-services/monthly-bar-management-support/,Service,Commercial,0.8,2026-06-23,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/complete-bar-performance-programme/,/bar-services/complete-bar-performance-programme/,Service,Commercial,0.8,2026-06-12,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/resources/how-much-does-a-bartender-cost-bali/,/bar-services/resources/how-much-does-a-bartender-cost-bali/,Service,Commercial,0.8,2026-06-12,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/resources/bartender-salary-benchmarks-bali/,/bar-services/resources/bartender-salary-benchmarks-bali/,Service,Commercial,0.8,2026-06-17,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/resources/how-many-bartenders-per-guest/,/bar-services/resources/how-many-bartenders-per-guest/,Service,Commercial,0.8,2026-06-14,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/resources/beverage-cost-percentage-guide/,/bar-services/resources/beverage-cost-percentage-guide/,Service,Commercial,0.8,2026-06-17,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/resources/how-to-open-a-bar-in-bali/,/bar-services/resources/how-to-open-a-bar-in-bali/,Service,Commercial,0.8,2026-05-26,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/resources/how-to-create-a-cocktail-menu/,/bar-services/resources/how-to-create-a-cocktail-menu/,Service,Commercial,0.8,2026-06-03,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bar-services/resources/how-to-reduce-bar-shrinkage-bali/,/bar-services/resources/how-to-reduce-bar-shrinkage-bali/,Service,Commercial,0.8,2026-06-04,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/fine-dining,/fine-dining,Service,Commercial,0.9,2026-06-02,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/catering,/catering,Service,Commercial,0.9,2026-06-11,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/events,/events,Service,Commercial,0.9,2026-05-16,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/in-villa-service,/in-villa-service,Service,Commercial,0.8,2026-06-07,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/villa-event-packages,/villa-event-packages,Standalone landing,Commercial,0.8,2026-06-25,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/vip-transport-bali,/vip-transport-bali,Standalone landing,Commercial,0.8,2026-06-03,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/complete-villa-experience,/complete-villa-experience,Standalone landing,Commercial,0.8,2026-05-29,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/services,/services,Standalone landing,Commercial,0.9,2026-06-27,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/three-course,/three-course,Standalone landing,Commercial,0.8,2026-06-30,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/kids-menus,/kids-menus,Standalone landing,Commercial,0.8,2026-06-30,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/bbq-grill,/bbq-grill,Standalone landing,Commercial,0.8,2026-06-30,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/dining-styles,/dining-styles,Standalone landing,Commercial,0.8,2026-06-30,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/family-styling,/family-styling,Standalone landing,Commercial,0.8,2026-06-30,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/faq,/faq,Conversion support,Trust,0.7,2026-06-30,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/why-mychef,/why-mychef,Conversion support,Trust,0.7,2026-06-30,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/reviews,/reviews,Conversion support,Trust,0.7,2026-06-30,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/help,/help,Support,Informational,0.6,2026-06-30,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/villa-chef,/villa-chef,Standalone landing,Commercial,0.7,2026-06-30,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/recommended-services,/recommended-services,Standalone landing,Commercial,0.6,,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/help/getting-started,/help/getting-started,Support,Informational,0.6,,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/help/pricing,/help/pricing,Support,Informational,0.6,,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/help/menu-guide,/help/menu-guide,Support,Informational,0.6,,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/help/wedding-guide,/help/wedding-guide,Support,Informational,0.6,,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/help/corporate-guide,/help/corporate-guide,Support,Informational,0.6,,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/help/staffing-guide,/help/staffing-guide,Support,Informational,0.6,,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/help/managing-booking,/help/managing-booking,Support,Informational,0.6,,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/locations,/locations,Location guide,Informational,0.8,,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
https://mychef.id/chefs,/chefs,Proof/Team,Trust,0.8,,TBD — pending keyword mapping,TBD — requires management confirmation,NO DATA — GSC access required,NO DATA — GSC access required,NO DATA — analytics access required,UNASSESSED,,,
